,id,new_spec,hydrogen,nitrogen,ammonia,iron,water,nickel,cobalt,magnesium silicate,iron silicate,aluminum,nickel-iron,platinum
459,bK15Y01U,S,,,,,,,,1e-30,0,,,
460,bK16A08T,B,0.235,0.001,0.001,10,,,,,,,,
461,bK16A09B,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
462,bK16A65W,Sq,,,,,,,,1e-30,0,,,
463,bK16A65Z,Sq,,,,,,,,1e-30,0,,,
464,bK16AD1O,Sq,,,,,,,,1e-30,0,,,
465,bK16AG5K,Sq,,,,,,,,1e-30,0,,,
466,bK16AG5X,Sa,,,,,,,,5e-31,0,,,
467,bK16B14C,S,,,,,,,,1e-30,0,,,
468,bK16B14W,B,0.235,0.001,0.001,10,,,,,,,,
469,bK16C29O,S,,,,,,,,1e-30,0,,,
470,bK16CD7F,Sq,,,,,,,,1e-30,0,,,
471,bK16CJ3A,S,,,,,,,,1e-30,0,,,
472,bK16CJ4F,Sq,,,,,,,,1e-30,0,,,
473,bK16CO6O,Q,,,,,,,,,,,13.315,
474,bK16CO6V,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
475,bK16D00J,S,,,,,,,,1e-30,0,,,
476,bK16D02R,Sr,,,,,,,,1e-30,0,,,
477,bK16E85T,S,,,,,,,,1e-30,0,,,
478,bK16E86F,Sr,,,,,,,,1e-30,0,,,
479,bK16EF6J,Cb,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
480,bK16F00A,S,,,,,,,,1e-30,0,,,
481,bK16F02X,Sq,,,,,,,,1e-30,0,,,
482,bK16F02Y,Xk,,,,88,,10,0.5,,,,,
483,bK16F12B,Xc,,,,88,,10,0.5,,,,,0.005
484,bK16F12P,T,,,,6,,,,,,,,
485,bK16F13S,S,,,,,,,,1e-30,0,,,
486,bK16F14T,Xc,,,,88,,10,0.5,,,,,0.005
487,bK16F39H,Sr,,,,,,,,1e-30,0,,,
488,bK16G02N,Sr,,,,,,,,1e-30,0,,,
489,bK16G03A,X,,,,88,,10,0.5,,,,,
490,bK16GD4D,Sq,,,,,,,,1e-30,0,,,
491,bK16GD4M,S,,,,,,,,1e-30,0,,,
492,bK16GM1W,S,,,,,,,,1e-30,0,,,
493,bK16GM2L,S,,,,,,,,1e-30,0,,,
494,bK16H03L,S,,,,,,,,1e-30,0,,,
495,bK16J06F,Sq,,,,,,,,1e-30,0,,,
496,bK16J24X,R,,,,,,,,1e-30,0,,,
497,bK16J38R,S,,,,,,,,1e-30,0,,,
498,bK16L10K,S,,,,,,,,1e-30,0,,,
499,bK16N01C,D,,,,,2.3e-05,,,,,,,
500,bK16N01D,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
501,bK16N22V,Sk,,,,,,,,1e-30,0,,,
502,bK16N56J,V,,,,,,,,1e-30,0,,,
503,bK16P02D,Sq,,,,,,,,1e-30,0,,,
504,bK16P08C,Sq,,,,,,,,1e-30,0,,,
505,bK16R01Q,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
506,bK16R34B,Q,,,,,,,,,,,13.315,
507,bK16S02T,Sq,,,,,,,,1e-30,0,,,
508,bK16T11P,S,,,,,,,,1e-30,0,,,
509,bK16T11Q,Q,,,,,,,,,,,13.315,
510,bK16T18B,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
511,bK16T55G,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
512,bK16U00E,Sq,,,,,,,,1e-30,0,,,
513,bK16U05O,Sq,,,,,,,,1e-30,0,,,
514,bK16U35W,Sq,,,,,,,,1e-30,0,,,
515,bK16U41A,Sq,,,,,,,,1e-30,0,,,
516,bK16V01S,T,,,,6,,,,,,,,
517,bK16V01Y,S,,,,,,,,1e-30,0,,,
518,bK16W07G,S,,,,,,,,1e-30,0,,,
519,bK16W07L,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
520,bK16W07S,Q,,,,,,,,,,,13.315,
521,bK16W07T,Sr,,,,,,,,1e-30,0,,,
522,bK16W08B,Sq,,,,,,,,1e-30,0,,,
523,bK16W08M,Sk,,,,,,,,1e-30,0,,,
524,bK16W48L,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
525,bK16X23R,S,,,,,,,,1e-30,0,,,
526,bK16Y00E,Xe,,,,88,,10,0.5,,,,,
527,bK16Y00Q,S,,,,,,,,1e-30,0,,,
528,bK16Y01N,Sq,,,,,,,,1e-30,0,,,
529,bK16Y08F,T,,,,6,,,,,,,,
530,bK17A04R,X,,,,88,,10,0.5,,,,,
531,bK17A21E,Sq,,,,,,,,1e-30,0,,,
532,bK17A21G,Sq,,,,,,,,1e-30,0,,,
533,bK17B00W,V,,,,,,,,1e-30,0,,,
534,bK17B00Y,Xk,,,,88,,10,0.5,,,,,
535,bK17B29F,Q,,,,,,,,,,,13.315,
536,bK17B30F,X,,,,88,,10,0.5,,,,,
537,bK17B30L,S,,,,,,,,1e-30,0,,,
538,bK17B32M,S,,,,,,,,1e-30,0,,,
539,bK17B32N,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
540,bK17B93N,S,,,,,,,,1e-30,0,,,
541,bK17B93V,Sk,,,,,,,,1e-30,0,,,
542,bK17C01Q,Ld,,,,,,,,1e-30,0,,,
543,bK17D36A,S,,,,,,,,1e-30,0,,,
544,bK17D38B,X,,,,88,,10,0.5,,,,,
545,bK17E02U,Sq,,,,,,,,1e-30,0,,,
546,bK17E03B,Sq,,,,,,,,1e-30,0,,,
547,bK17E03D,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
548,bK17F00R,X,,,,88,,10,0.5,,,,,
549,bK17F02M,X,,,,88,,10,0.5,,,,,
550,bK17F03B,Sl,,,,,,,,1e-30,0,,,
551,bK17F63K,V,,,,,,,,1e-30,0,,,
552,bK17F64T,Sq,,,,,,,,1e-30,0,,,
553,bK17FA1P,L,,,,,,,,1e-30,0,7,,
554,bK17FC7M,S,,,,,,,,1e-30,0,,,
555,bK17G04J,Sr,,,,,,,,1e-30,0,,,
556,bK17G04O,S,,,,,,,,1e-30,0,,,
557,bK17G06M,Sq,,,,,,,,1e-30,0,,,
558,bK17H01K,O,,,,,,,,,,,2.965,1.25
559,bK17H02U,X,,,,88,,10,0.5,,,,,
560,bK17H03S,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
561,bK17H03V,S,,,,,,,,1e-30,0,,,
562,bK17H04Z,Sq,,,,,,,,1e-30,0,,,
563,bK17H49E,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
564,bK17K05A,Sa,,,,,,,,5e-31,0,,,
565,bK17K27P,Sq,,,,,,,,1e-30,0,,,
566,bK17K34U,S,,,,,,,,1e-30,0,,,
567,bK17L01E,S,,,,,,,,1e-30,0,,,
568,bK17M05A,S,,,,,,,,1e-30,0,,,
569,bK17O20E,Q,,,,,,,,,,,13.315,
570,bK17P00E,Sk,,,,,,,,1e-30,0,,,
571,bK17P24S,Sq,,,,,,,,1e-30,0,,,
572,bK17P25V,X,,,,88,,10,0.5,,,,,
573,bK17Q00O,Sl,,,,,,,,1e-30,0,,,
574,bK17Q02B,L,,,,,,,,1e-30,0,7,,
575,bK17Q02P,S,,,,,,,,1e-30,0,,,
576,bK17R00K,O,,,,,,,,,,,2.965,1.25
577,bK17R02P,S,,,,,,,,1e-30,0,,,
578,bK17S10N,S,,,,,,,,1e-30,0,,,
579,bK17S11U,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
580,bK17S11Z,Sq,,,,,,,,1e-30,0,,,
581,bK17S14F,S,,,,,,,,1e-30,0,,,
582,bK17S16L,Sq,,,,,,,,1e-30,0,,,
583,bK17S17V,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
584,bK17S19V,Sq,,,,,,,,1e-30,0,,,
585,bK17S20B,Sr,,,,,,,,1e-30,0,,,
586,bK17S21O,Sr,,,,,,,,1e-30,0,,,
587,bK17U04Y,Sq,,,,,,,,1e-30,0,,,
588,bK17U05D,Sl,,,,,,,,1e-30,0,,,
589,bK17U05J,X,,,,88,,10,0.5,,,,,
590,bK17U07N,Sq,,,,,,,,1e-30,0,,,
591,bK17V01G,S,,,,,,,,1e-30,0,,,
592,bK17V13V,Sk,,,,,,,,1e-30,0,,,
593,bK17W13X,O,,,,,,,,,,,2.965,1.25
594,bK17W14Z,Xk,,,,88,,10,0.5,,,,,
595,bK17W16J,Xc,,,,88,,10,0.5,,,,,0.005
596,bK17W16O,Sr,,,,,,,,1e-30,0,,,
597,bK17X02S,Sq,,,,,,,,1e-30,0,,,
598,bK17X61N,X,,,,88,,10,0.5,,,,,
599,bK17X61R,V,,,,,,,,1e-30,0,,,
600,bK17X62C,S,,,,,,,,1e-30,0,,,
601,bK17Y01C,Q,,,,,,,,,,,13.315,
602,bK17Y02C,V,,,,,,,,1e-30,0,,,
603,bK18A03F,L,,,,,,,,1e-30,0,7,,
604,bK18A03G,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
605,bK18A03L,X,,,,88,,10,0.5,,,,,
606,bK18A04B,S,,,,,,,,1e-30,0,,,
607,bK18A11W,D,,,,,2.3e-05,,,,,,,
608,bK18B05G,S,,,,,,,,1e-30,0,,,
609,bK18B06Y,Sq,,,,,,,,1e-30,0,,,
610,bK18C00Y,Sq,,,,,,,,1e-30,0,,,
611,bK18C02S,Sq,,,,,,,,1e-30,0,,,
612,bK18C03Q,Sq,,,,,,,,1e-30,0,,,
613,bK18D00C,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
614,bK18D01B,Sr,,,,,,,,1e-30,0,,,
615,bK18D01E,Xc,,,,88,,10,0.5,,,,,0.005
616,bK18D01X,S,,,,,,,,1e-30,0,,,
617,bK18D03Y,X,,,,88,,10,0.5,,,,,
618,bK18E01R,Sr,,,,,,,,1e-30,0,,,
619,bK18E04L,Sq,,,,,,,,1e-30,0,,,
620,bK18E04M,X,,,,88,,10,0.5,,,,,
621,bK18F02B,V,,,,,,,,1e-30,0,,,
622,bK18F03O,X,,,,88,,10,0.5,,,,,
623,bK18F03V,Sq,,,,,,,,1e-30,0,,,
624,bK18G04F,O,,,,,,,,,,,2.965,1.25
625,bK18G04S,S,,,,,,,,1e-30,0,,,
626,bK18H01W,S,,,,,,,,1e-30,0,,,
627,bK18J01O,S,,,,,,,,1e-30,0,,,
628,bK18J02K,Q,,,,,,,,,,,13.315,
629,bK18K01D,Sq,,,,,,,,1e-30,0,,,
630,bK18K01P,Sq,,,,,,,,1e-30,0,,,
631,bK18K02C,Xc,,,,88,,10,0.5,,,,,0.005
632,bK18L00B,S,,,,,,,,1e-30,0,,,
633,bK18L00C,S,,,,,,,,1e-30,0,,,
634,bK18L00M,Xk,,,,88,,10,0.5,,,,,
635,bK18L01C,S,,,,,,,,1e-30,0,,,
636,bK18L02M,Sq,,,,,,,,1e-30,0,,,
637,bK18L02Q,V,,,,,,,,1e-30,0,,,
638,bK18L03O,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
639,bK18L05Q,T,,,,6,,,,,,,,
640,bK18M05Q,Sq,,,,,,,,1e-30,0,,,
641,bK18M07D,Sq,,,,,,,,1e-30,0,,,
642,bK18N00E,S,,,,,,,,1e-30,0,,,
643,bK18N00V,Sq,,,,,,,,1e-30,0,,,
644,bK18N01Q,K,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
645,bK18N01R,S,,,,,,,,1e-30,0,,,
646,bK18N02T,Sk,,,,,,,,1e-30,0,,,
647,bK18P21K,V,,,,,,,,1e-30,0,,,
648,bK18P23R,Sl,,,,,,,,1e-30,0,,,
649,bK18R00C,A,,,,,,,,,,,,
650,bK18R01Q,S,,,,,,,,1e-30,0,,,
651,bK18R05O,C,0.235,0.001,0.001,0.166,0.2,0.014,0.002,,,,,
652,bK18S03B,V,,,,,,,,1e-30,0,,,
653,bK18S03F,T,,,,6,,,,,,,,
654,bK18T00A,Cb,0.235,0.001,0.001,0.083,0.1,0.007,0.001,,,,,
655,bK18T00R,Sq,,,,,,,,1e-30,0,,,
656,bK18T01Z,S,,,,,,,,1e-30,0,,,
657,bK18T06D,D,,,,,2.3e-05,,,,,,,
658,bK18U01M,Xk,,,,88,,10,0.5,,,,,
